"Fiscal Year","Unique Identifier","Deal Number",Decision,"Decision Date","Effective Date","Expiration Date",Brokered,"Deal Cancelled",Country,Program,"Policy Type","Decision Authority","Primary Export Product NAICS/SIC code","Product Description",Term,"Primary Applicant","Primary Lender","Primary Exporter","Primary Exporter City","Primary Exporter State Code","Primary Exporter State Name","Primary Borrower","Primary Source of Repayment (PSOR)","Working Capital Delegated Authority","Approved/Declined Amount","Disbursed/Shipped Amount","Undisbursed Exposure Amount","Outstanding Exposure Amount","Small Business Authorized Amount","Woman Owned Authorized Amount","Minority Owned Authorized Amount","Loan Interest Rate","Multiyear Working Capital Extension",effective_date_01
2007,08079815XB0001,AP079815XB,Approved,2007-04-23,2007-04-23,2007-04-23,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5049,"Professional Equipment and Supplies - NEC","Short Term","Bank Of America N.A.","Bank Of America N.A.","Durham Geo-Enterprises Inc","Stone Mountain",GA,Georgia,"Durham Geo-Enterprises Inc","Durham Geo-Enterprises Inc",Yes,1350000,1350000,0,0,1350000,0,0,N/A,,NULL
2007,08079823XB0002,AP079823XB,Approved,2006-11-27,2006-11-27,2006-11-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5046,"Commercial Equipment - NEC","Short Term","Bank Of America N.A.","Bank Of America N.A.","Greenfield Worldtrade, Inc.",Weston,FL,Florida,"Greenfield Worldtrade, Inc.","Greenfield Worldtrade, Inc.",Yes,1260000,1260000,0,0,0,0,0,N/A,,NULL
2007,08079823XC0001,AP079823XC,Approved,2007-05-17,2007-05-17,2007-05-17,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",421440,"Other Commercial Equipment Wholesalers","Short Term","Bank Of America N.A.","Bank Of America N.A.","Greenfield Worldtrade, Inc.",Weston,FL,Florida,"Greenfield Worldtrade, Inc.","Greenfield Worldtrade, Inc.",Yes,1260000,1260000,0,0,1260000,0,0,N/A,,NULL
2007,08079844XC0001,AP079844XC,Approved,2007-06-26,2007-06-26,2007-06-26,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5142,"Packaged Frozen Foods","Short Term","K Bank","K Bank","Imgarten International, Inc.",Belcamp,MD,Maryland,"Imgarten International, Inc.","Imgarten International, Inc.",Yes,2250000,2250000,0,0,2250000,0,0,N/A,,NULL
2007,08079875XA0002,AP079875XA,Approved,2007-09-14,2007-09-14,2007-09-14,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3949,"Sporting and Athletic Goods - NEC","Short Term","Cit Group/Business Credit Inc., The","Cit Group/Business Credit Inc., The","Cybex International Inc",Medway,MA,Massachusetts,"Cybex International Inc","Cybex International Inc",Yes,4500000,4500000,0,0,0,0,0,N/A,,NULL
2007,08079877XB0001,AP079877XB,Approved,2007-02-01,2007-02-01,2007-02-01,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5013,"Motor Vehicle Supplies and New Parts","Short Term","Comerica Incorporated","Comerica Incorporated","Auto Air Export Inc.",Irving,TX,Texas,"Auto Air Export Inc.","Auto Air Export Inc.",Yes,5400000,5400000,0,0,5400000,5400000,5400000,N/A,,NULL
2007,08079877XB0002,AP079877XB,Approved,2007-08-14,2007-08-14,2007-08-14,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5013,"Motor Vehicle Supplies and New Parts","Short Term","Comerica Incorporated","Comerica Incorporated","Auto Air Export Inc.",Irving,TX,Texas,"Auto Air Export Inc.","Auto Air Export Inc.",Yes,5400000,5400000,0,0,5400000,5400000,5400000,N/A,,NULL
2007,08079911XD0001,AP079911XD,Approved,2007-04-19,2007-04-19,2007-04-19,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",424470,"Meat and Meat Product Merchant Wholesalers","Short Term","Bank Of America N.A.","Bank Of America N.A.","Meat Products International",Rogers,AR,Arkansas,"Meat Products International","Meat Products International",Yes,4477500,4477500,0,0,4477500,0,0,N/A,,NULL
2007,08079953XA0002,AP079953XA,Approved,2007-09-11,2007-09-11,2007-09-11,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3469,"Metal Stampings - NEC","Short Term","Wells Fargo Bank Minnesota Na","Wells Fargo Business Credit Inc.","A K Stamping Company Inc.",Mountainside,NJ,"New Jersey","A K Stamping Company Inc.","A K Stamping Company Inc.",Yes,450000,450000,0,0,450000,0,0,N/A,,NULL
2007,08079980XC0001,AP079980XC,Approved,2006-12-05,2006-12-05,2006-12-05,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",423830,"Industrial Machinery and Equipment Merchant Wholesalers","Short Term","Whitney National Bank","Whitney National Bank","A G I Industries Inc",Lafayette,LA,Louisiana,"A G I Industries Inc","A G I Industries Inc",Yes,675000,675000,0,0,675000,0,0,N/A,,NULL
2007,08079983XC0001,AP079983XC,Approved,2007-04-05,2007-04-05,2007-04-05,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5083,"Farm and Garden Machinery and Equipment","Short Term","GBC International Bank","GBC International Bank","Agri Pacific, Inc.",Riverside,CA,California,"Agri Pacific, Inc.","Agri Pacific, Inc.",Yes,1755000,1755000,0,0,1755000,0,0,N/A,,NULL
2007,08080001XE0001,AP080001XE,Approved,2007-04-23,2007-04-23,2007-04-23,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",334519,"Other Measuring and Controlling Device Manufacturing","Short Term","Td Banknorth Na","Td Banknorth Na","Matec Instrument Companies, Inc.",Northborough,MA,Massachusetts,"Matec Instrument Companies, Inc.","Matec Instrument Companies, Inc.",Yes,450000,450000,0,0,450000,0,0,N/A,,NULL
2007,08080001XF0001,AP080001XF,Approved,2007-09-07,2007-09-07,2007-09-07,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",334519,"Other Measuring and Controlling Device Manufacturing","Short Term","Td Banknorth Na","Td Banknorth Na","Matec Instrument Companies, Inc.",Northborough,MA,Massachusetts,"Matec Instrument Companies, Inc.","Matec Instrument Companies, Inc.",Yes,450000,450000,0,0,450000,0,0,N/A,,NULL
2007,08080070XB0002,AP080070XB,Approved,2007-04-24,2007-04-24,2007-04-24,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3585,"Air-Conditioning and Warm Air Heating Equipment an","Short Term","Regions Bank, Inc.","Regions Bank","Novelaire Technologies Llc","Baton Rouge",LA,Louisiana,"Novelaire Technologies Llc","Novelaire Technologies Llc",Yes,360000,360000,0,0,360000,0,0,N/A,,NULL
2007,08080070XC0001,AP080070XC,Approved,2007-06-08,2007-06-08,2007-06-08,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3585,"Air-Conditioning and Warm Air Heating Equipment an","Short Term","Regions Bank, Inc.","Regions Bank","Novelaire Technologies Llc","Baton Rouge",LA,Louisiana,"Novelaire Technologies Llc","Novelaire Technologies Llc",Yes,360000,360000,0,0,360000,0,0,N/A,,NULL
2007,08080075XC0001,AP080075XC,Approved,2007-05-16,2007-05-16,2007-05-16,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",424210,"Drugs and Druggists' Sundries Merchant Wholesalers","Short Term","East West Bank","East West Bank","Sea Hawk Corporation","Temple City",CA,California,"Sea Hawk Corporation","Sea Hawk Corporation",Yes,450000,450000,0,0,450000,0,0,N/A,,NULL
2007,08080082XA0002,AP080082XA,Approved,2007-09-21,2007-09-21,2007-09-21,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3571,"Electronic Computers","Short Term","Cit Group/Business Capital","Cit Group/Business Capital","Atsi Holdings Inc.",Lincolnshire,IL,Illinois,"Atsi Holdings Inc.","Atsi Holdings Inc.",Yes,3600000,3600000,0,0,3600000,0,0,N/A,,NULL
2007,08080189XA0004,AP080189XA,Approved,2007-01-26,2007-01-26,2007-01-26,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5172,"Petroleum and Petroleum Products Wholesalers - Exce","Short Term","Frost National Bank","Frost National Bank","Mineral Processing & Marketing Inc.","Corpus Christi",TX,Texas,"Mineral Processing & Marketing Inc.","Mineral Processing & Marketing Inc.",Yes,450000,450000,0,0,0,0,0,N/A,,NULL
2007,08080189XB0001,AP080189XB,Approved,2007-04-18,2007-04-18,2007-04-18,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",424720,"Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations","Short Term","Frost National Bank","Frost National Bank","Mineral Processing & Marketing Inc.","Corpus Christi",TX,Texas,"Mineral Processing & Marketing Inc.","Mineral Processing & Marketing Inc.",Yes,450000,450000,0,0,450000,0,0,N/A,,NULL
2007,08080252XB0002,AP080252XB,Approved,2007-02-07,2007-02-07,2007-02-07,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3498,"Fabricated Pipe and Pipe Fittings","Short Term","Jp Morgan Chase Bank, Na","Jp Morgan Chase Bank, Na","Rilco Manufacturing Company",Houston,TX,Texas,"Rilco Manufacturing Company","Rilco Manufacturing Company",Yes,1800000,1800000,0,0,1800000,0,0,N/A,,NULL
2007,08080252XC0001,AP080252XC,Approved,2007-05-24,2007-05-24,2007-05-24,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",333249,"Other Industrial Machinery Manufacturing","Short Term","Jp Morgan Chase Bank, Na","Jp Morgan Chase Bank, Na","Rilco Manufacturing Company",Houston,TX,Texas,"Rilco Manufacturing Company","Rilco Manufacturing Company",Yes,5400000,5400000,0,0,5400000,0,0,N/A,,NULL
2007,08080253XC0001,AP080253XC,Approved,2007-09-27,2007-09-27,2007-09-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3511,"Steam - Gas - and Hydraulic Turbines - and Turbine Ge","Short Term","Amegy Bank National Association","Amegy Bank National Association","Cougar Turbine Supply Lp",Conroe,TX,Texas,"Cougar Turbine Supply Lp","Cougar Turbine Supply Lp",Yes,2295000,2295000,0,0,2295000,0,0,N/A,,NULL
2007,08080255XD0001,AP080255XD,Approved,2007-09-04,2007-09-04,2007-09-04,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",424210,"Drugs and Druggists' Sundries Merchant Wholesalers","Short Term","Comerica Bank","Comerica Bank","Jordana Cosmetics Corp.","Los Angeles",CA,California,"Jordana Cosmetics Corp.","Jordana Cosmetics Corp.",Yes,675000,675000,0,0,675000,0,0,N/A,,NULL
2007,08080295XC0001,AP080295XC,Approved,2007-09-06,2007-09-06,2007-09-06,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a","Short Term","Bank Of America N.A.","Bank Of America N.A.","Membrane Technology & Research","Menlo Park",CA,California,"Membrane Technology & Research","Membrane Technology & Research",Yes,3600000,3600000,0,0,3600000,0,0,N/A,,NULL
2007,08080298XC0001,AP080298XC,Approved,2007-03-05,2007-03-05,2007-03-05,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",334220,"Radio and Television Broadcasting and Wireless Communications Equipment Man","Short Term","Comerica Bank","Comerica Bank","Etm-Electromatic, Inc",Newark,CA,California,"Etm-Electromatic, Inc","Etm-Electromatic, Inc",Yes,675000,675000,0,0,675000,0,0,N/A,,NULL
2007,08080303XA0002,AP080303XA,Approved,2006-12-12,2006-12-12,2006-12-12,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3544,"Special Dies and Tools - Die Sets - Jigs and Fixture","Short Term","Wells Fargo Bank Minnesota Na","Wells Fargo Business Credit Inc.","Producto Corp., The",Bridgeport,CT,Connecticut,"Producto Corp., The","Producto Corp., The",Yes,1350000,1350000,0,0,1350000,0,0,N/A,,NULL
2007,08080315XA0002,AP080315XA,Approved,2007-04-24,2007-04-24,2007-04-24,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5065,"Electronic Parts and Equipment - NEC","Short Term","Webster Bank","Webster Bank","Masten-Wright Inc","North Haven",CT,Connecticut,"Masten-Wright Inc","Masten-Wright Inc",Yes,900000,900000,0,0,900000,0,0,N/A,,NULL
2007,08080324XX0004,AP080324XX,Approved,2007-02-20,2007-02-20,2007-02-20,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3081,"Unsupported Plastics Film and Sheet","Short Term","Ge Capital Corp.","Ge Capital Corp.","Applied Extrusion Technologies, Inc.","New Castle",DE,Delaware,"Applied Extrusion Technologies, Inc.","Applied Extrusion Technologies, Inc.",Yes,4500000,4500000,0,0,0,0,0,N/A,,NULL
2007,08080417XA0001,AP080417XA,Approved,2007-08-10,2007-08-10,2007-08-10,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3443,"Fabricated Plate Work (Boiler Shops)","Short Term","Pnc Bank, National Association","Pnc Bank, National Association","Ram Industries Inc.",Leesport,PA,Pennsylvania,"Ram Industries Inc.","Ram Industries Inc.",Yes,6300000,6300000,0,0,6300000,0,0,N/A,,NULL
2007,08080417XX0004,AP080417XX,Approved,2007-04-02,2007-04-02,2007-04-02,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3599,"Industrial and Commercial Machinery - NEC","Short Term","Pnc Bank N.A.","Pnc Bank N.A.","Ram Industries Inc.",Leesport,PA,Pennsylvania,"Ram Industries Inc.","Ram Industries Inc.",Yes,6300000,6300000,0,0,6300000,0,0,N/A,,NULL
2007,08080445XA0001,AP080445XA,Approved,2007-05-09,2007-05-09,2007-05-09,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3569,"General Industrial Machinery and Equipment - NEC","Short Term","Wells Fargo Bank Minnesota Na","Wells Fargo, N.A.","Generon Igs Inc",Houston,TX,Texas,"Generon Igs Inc","Generon Igs Inc",Yes,3600000,3600000,0,0,3600000,0,0,N/A,,NULL
2007,08080453XB0001,AP080453XB,Approved,2007-04-05,2007-04-05,2007-04-05,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5162,"Plastics Materials and Basic Forms and Shapes","Short Term","Gbc International Bank","Gbc International Bank","Saco International, Inc.","New York",NY,"New York","Saco International, Inc.","Saco International, Inc.",Yes,1800000,1800000,0,0,1800000,0,1800000,N/A,,NULL
2007,08080482XA0002,AP080482XA,Approved,2007-01-23,2007-01-23,2007-01-23,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5149,"Groceries and Related Products - NEC","Short Term","Unionbancal Corporation","Union Bank Of California","Otis Mc Allister Inc","San Francisco",CA,California,"Otis Mc Allister Inc","Otis Mc Allister Inc",Yes,6300000,6300000,0,0,6300000,0,0,N/A,,NULL
2007,08080483XB0001,AP080483XB,Approved,2007-06-07,2007-06-07,2007-06-07,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3491,"Industrial Valves","Short Term","Manufacturers And Traders Trust Company","Manufacturers And Traders Trust Company","Fetterolf Corporation",Skippack,PA,Pennsylvania,"Fetterolf Corporation","Fetterolf Corporation",Yes,1575000,1575000,0,0,1575000,0,0,N/A,,NULL
2007,08080496XA0002,AP080496XA,Approved,2007-05-01,2007-05-01,2007-05-01,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3571,"Electronic Computers","Short Term","Silicon Valley Bancshares","Silicon Valley Bancshares","Socket Mobile, Inc.",Newark,CA,California,"Socket Mobile, Inc.","Socket Mobile, Inc.",Yes,1350000,1350000,0,0,1350000,0,0,N/A,,NULL
2007,08080537XA0003,AP080537XA,Approved,2006-10-10,2006-10-10,2006-10-10,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3541,"Machine Tools - Metal Cutting Types","Short Term","Jpmorgan Chase Bank","Jpmorgan Chase Bank","Ingersoll Cm Systems, Llc",Midland,MI,Michigan,"Ingersoll Cm Systems, Llc","Ingersoll Cm Systems, Llc",Yes,450000,450000,0,0,0,0,0,N/A,,NULL
2007,08080537XA0004,AP080537XA,Approved,2007-04-30,2007-04-30,2007-04-30,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3541,"Machine Tools - Metal Cutting Types","Short Term","Jpmorgan Chase Bank","Jpmorgan Chase Bank","Ingersoll Cm Systems, Llc",Midland,MI,Michigan,"Ingersoll Cm Systems, Llc","Ingersoll Cm Systems, Llc",Yes,2250000,2250000,0,0,0,0,0,N/A,,NULL
2007,08080537XB0001,AP080537XB,Approved,2007-07-13,2007-07-13,2007-07-13,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",332710,"Machine Shops","Short Term","Jpmorgan Chase Bank N.A.","Jpmorgan Chase Bank N.A.","Ingersoll Cm Systems, Llc",Midland,MI,Michigan,"Ingersoll Cm Systems, Llc","Ingersoll Cm Systems, Llc",Yes,1350000,1350000,0,0,1350000,0,0,N/A,,NULL
2007,08080569XX0005,AP080569XX,Approved,1900-01-01,1900-01-01,1900-01-01,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3829,"Measuring and Controlling Devices - NEC","Short Term","Pnc Bank N.A.","Pnc Bank N.A.","Prime Measurement Products Llc","City Of Industry",CA,California,"Prime Measurement Products Llc","Prime Measurement Products Llc",Yes,3825000,3825000,0,0,3825000,0,0,N/A,,NULL
2007,08080569XX0006,AP080569XX,Approved,1900-01-01,1900-01-01,1900-01-01,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3829,"Measuring and Controlling Devices - NEC","Short Term","Pnc Bank N.A.","Pnc Bank N.A.","Prime Measurement Products Llc","City Of Industry",CA,California,"Prime Measurement Products Llc","Prime Measurement Products Llc",Yes,4464000,4464000,0,0,4464000,0,0,N/A,,NULL
2007,08080591XC0001,AP080591XC,Approved,2007-06-08,2007-06-08,2007-06-08,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",423930,"Recyclable Material Merchant Wholesalers","Short Term","Pnc Bank N.A.","Pnc Bank N.A.","R & M International Sales Corp, Inc.","Fort Washington",PA,Pennsylvania,"R & M International Sales Corp, Inc.","R & M International Sales Corp, Inc.",Yes,855000,855000,0,0,855000,0,0,N/A,,NULL
2007,08080622XA0001,AP080622XA,Approved,2007-05-10,2007-05-10,2007-05-10,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5191,"Farm Supplies","Short Term","Wells Fargo Bank Minnesota Na","Wells Fargo Business Credit Inc.","Agmotion, Inc.","St. Paul",MN,Minnesota,"Agmotion, Inc.","Agmotion, Inc.",Yes,4500000,4500000,0,0,4500000,0,0,N/A,,NULL
2007,08080622XX0005,AP080622XX,Approved,2006-11-27,2006-11-27,2006-11-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",6221,"Commodity Contracts Brokers and Dealers","Short Term","Wells Fargo Business Credit, Inc.","Wells Fargo Bank N.A.","Agmotion, Inc.","St. Paul",MN,Minnesota,"Agmotion, Inc.","Agmotion, Inc.",Yes,1350000,1350000,0,0,1350000,0,0,N/A,,NULL
2007,08080630XA0001,AP080630XA,Approved,2007-04-17,2007-04-17,2007-04-17,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufac","Short Term","Wells Fargo Bank Minnesota Na","Wells Fargo Foothill, Inc.","Advanced Lighting Technologies",Cleveland,OH,Ohio,"Advanced Lighting Technologies","Advanced Lighting Technologies",Yes,3600000,3600000,0,0,0,0,0,N/A,,NULL
2007,08080678XB0001,AP080678XB,Approved,2007-01-16,2007-01-16,2007-01-16,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",311999,"All Other Miscellaneous Food Manufacturing","Short Term","Wells Fargo Bank N.A.","Wells Fargo Bank N.A.","Sun Valley Nut, Inc.",Turlock,CA,California,"Sun Valley Nut, Inc.","Sun Valley Nut, Inc.",Yes,6300000,6300000,0,0,0,0,0,N/A,,NULL
